list-dl-m,8,1,1,24,235255,9802
list-dl-s,8,1,1,24,236306,9846
list-i-m,8,2,1,48,237571,4949
list-i-s,8,2,1,48,195689,4076
list-d-m,8,2,1,48,183926,3831
list-d-s,8,2,1,48,171531,3573
list-il-m,8,2,1,48,256959,5353
list-il-s,8,2,1,48,255130,5315
list-dl-m,8,2,1,48,237866,4955
list-dl-s,8,2,1,48,218459,4551
list-i-m,8,4,1,96,198036,2062
list-i-s,8,4,1,96,240346,2503
list-d-m,8,4,1,96,217780,2268
list-d-s,8,4,1,96,216011,2250
list-il-m,8,4,1,96,268436,2796
list-il-s,8,4,1,96,219932,2290
list-dl-m,8,4,1,96,231251,2408
list-dl-s,8,4,1,96,251413,2618
list-i-m,8,8,1,192,240671,1253
list-i-s,8,8,1,192,293546,1528
list-d-m,8,8,1,192,371147,1933
list-d-s,8,8,1,192,342642,1784
list-il-m,8,8,1,192,500091,2604
list-il-s,8,8,1,192,463064,2411
list-dl-m,8,8,1,192,406936,2119
list-dl-s,8,8,1,192,229843,1197
list-i-m,8,10,1,240,579832,2415
list-i-s,8,10,1,240,532745,2219
list-d-m,8,10,1,240,488132,2033
list-d-s,8,10,1,240,521546,2173
list-il-m,8,10,1,240,399638,1665
list-il-s,8,10,1,240,500583,2085
list-dl-m,8,10,1,240,250488,1043
list-dl-s,8,10,1,240,206995,862
list-i-m,8,16,1,384,387481,1009
list-i-s,8,16,1,384,342630,892
list-d-m,8,16,1,384,754476,1964
list-d-s,8,16,1,384,212862,554
list-il-m,8,16,1,384,805304,2097
list-il-s,8,16,1,384,708375,1844
list-dl-m,8,16,1,384,909899,2369
list-dl-s,8,16,1,384,612403,1594
list-i-m,8,32,1,768,1426595,1857
list-i-s,8,32,1,768,1785756,2325
list-d-m,8,32,1,768,1527155,1988
list-d-s,8,32,1,768,2204724,2870
list-il-m,8,32,1,768,1497868,1950
list-il-s,8,32,1,768,1495236,1946
list-dl-m,8,32,1,768,1531140,1993
list-dl-s,8,32,1,768,1695874,2208
list-i-m,8,100,1,2400,5496400,2290
list-i-s,8,100,1,2400,8176059,3406
list-d-m,8,100,1,2400,5779331,2408
list-d-s,8,100,1,2400,6319163,2632
list-il-m,8,100,1,2400,5718723,2382
list-il-s,8,100,1,2400,5654832,2356
list-dl-m,8,100,1,2400,6140843,2558
list-dl-s,8,100,1,2400,8418727,3507
list-i-m,8,1000,1,24000,357810147,14908
list-i-s,8,1000,1,24000,293886684,12245
list-d-m,8,1000,1,24000,429452953,17893
list-d-s,8,1000,1,24000,325772916,13573
list-il-m,8,1000,1,24000,329120000,13713
list-il-s,8,1000,1,24000,364139286,15172
list-dl-m,8,1000,1,24000,368718893,15363
list-dl-s,8,1000,1,24000,502394119,20933
list-i-m,12,1,1,36,325175,9032
list-i-s,12,1,1,36,308178,8560
list-d-m,12,1,1,36,370103,10280
list-d-s,12,1,1,36,346058,9612
list-il-m,12,1,1,36,367507,10208
list-il-s,12,1,1,36,336119,9336
list-dl-m,12,1,1,36,372878,10357
list-dl-s,12,1,1,36,327090,9085
list-i-m,12,2,1,72,341848,4747
list-i-s,12,2,1,72,293698,4079
list-d-m,12,2,1,72,368551,5118
list-d-s,12,2,1,72,289366,4018
list-il-m,12,2,1,72,296829,4122
list-il-s,12,2,1,72,268269,3725
list-dl-m,12,2,1,72,300566,4174
list-dl-s,12,2,1,72,338208,4697
list-i-m,12,4,1,144,343518,2385
list-i-s,12,4,1,144,287849,1998
list-d-m,12,4,1,144,320606,2226
list-d-s,12,4,1,144,474966,3298
list-il-m,12,4,1,144,396398,2752
list-il-s,12,4,1,144,262689,1824
list-dl-m,12,4,1,144,299700,2081
list-dl-s,12,4,1,144,267725,1859
list-i-m,12,8,1,288,660192,2292
list-i-s,12,8,1,288,303240,1052
list-d-m,12,8,1,288,373601,1297
list-d-s,12,8,1,288,465321,1615
list-il-m,12,8,1,288,421561,1463
list-il-s,12,8,1,288,709812,2464
list-dl-m,12,8,1,288,781191,2712
list-dl-s,12,8,1,288,296470,1029
list-i-m,12,10,1,360,333166,925
list-i-s,12,10,1,360,258411,717
list-d-m,12,10,1,360,302017,838
list-d-s,12,10,1,360,814901,2263
list-il-m,12,10,1,360,693746,1927
list-il-s,12,10,1,360,1105720,3071
list-dl-m,12,10,1,360,907838,2521
list-dl-s,12,10,1,360,850911,2363
list-i-m,12,16,1,576,1351453,2346
list-i-s,12,16,1,576,1289592,2238
list-d-m,12,16,1,576,1448711,2515
list-d-s,12,16,1,576,1539649,2673
list-il-m,12,16,1,576,1384813,2404
list-il-s,12,16,1,576,1625147,2821
list-dl-m,12,16,1,576,1295795,2249
list-dl-s,12,16,1,576,1224864,2126
list-i-m,12,32,1,1152,2457552,2133
list-i-s,12,32,1,1152,2767664,2402
list-d-m,12,32,1,1152,2364072,2052
list-d-s,12,32,1,1152,3239854,2812
list-il-m,12,32,1,1152,2627633,2280
list-il-s,12,32,1,1152,3411607,2961
list-dl-m,12,32,1,1152,2540562,2205
list-dl-s,12,32,1,1152,3576569,3104
list-i-m,12,100,1,3600,10510411,2919
list-i-s,12,100,1,3600,18113822,5031
list-d-m,12,100,1,3600,10309671,2863
list-d-s,12,100,1,3600,13224317,3673
list-il-m,12,100,1,3600,10597808,2943
list-il-s,12,100,1,3600,14541528,4039
list-dl-m,12,100,1,3600,10731188,2980
list-dl-s,12,100,1,3600,15554116,4320
list-i-m,12,1000,1,36000,971001030,26972
list-i-s,12,1000,1,36000,643476554,17874
list-d-m,12,1000,1,36000,915492306,25430
list-d-s,12,1000,1,36000,744677017,20685
list-il-m,12,1000,1,36000,965852467,26829
list-il-s,12,1000,1,36000,1158308059,32175
list-dl-m,12,1000,1,36000,953254355,26479
list-dl-s,12,1000,1,36000,864639079,24017
list-none-m,1,1000,1,3000,4194699,1398
list-none-s,1,1000,1,3000,4019279,1339
list-none-m,2,1000,1,6000,21985591,3664
list-none-s,2,1000,1,6000,16414511,2735
list-none-m,4,1000,1,12000,96258096,8021
list-none-s,4,1000,1,12000,74638100,6219
list-none-m,8,1000,1,24000,401370902,16723
list-none-s,8,1000,1,24000,241843174,10076
list-none-m,12,1000,1,36000,939449311,26095
list-none-s,12,1000,1,36000,672451315,18679
list-none-m,16,1000,1,48000,1914696202,39889
list-none-s,16,1000,1,48000,1298789012,27058
list-none-m,24,1000,1,72000,3495590147,48549
list-none-s,24,1000,1,72000,4167005254,57875
